test_id,gene_id,gene,locus,sample_1,sample_2,status,value_1,value_2,log2(fold_change),test_stat,p_value,q_value,significant
AT1G64080,AT1G64080,AT1G64080,1:23785020-23786800,control,hy5,NOTEST,1.07572,0.361525,-1.57313,0,1,1,no
AT1G64090,AT1G64090,RTNLB3,1:23789061-23790976,control,hy5,OK,45.4249,18.1585,-1.32284,-3.10577,0.0006,0.00615828,yes
AT1G64100,AT1G64100,AT1G64100,1:23791584-23795642,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G64105,AT1G64105,ANAC027,1:23791584-23795642,control,hy5,OK,13.3455,18.6188,0.480409,0.541666,0.44605,0.590288,no
AT1G64107,AT1G64107,AT1G64107,1:23796202-23796555,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G64110,"AT1G64110,CUFF",AT1G64110,1:23796718-23801725,control,hy5,NOTEST,0,0.60773,inf,0,1,1,no
AT1G64120,"AT1G64120,AT1G64130","AT1G64120,AT1G64130",1:23802552-23803533,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G64130,AT1G64130,AT1G64130,1:23802552-23803533,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G64142,AT1G64142,CPuORF23,1:23803792-23807159,control,hy5,OK,10.0933,9.40887,-0.101299,-0.253277,0.7303,0.819611,no
AT1G64150,AT1G64150,AT1G64150,1:23808908-23812677,control,hy5,OK,6.54236,7.63163,0.22218,0.371402,0.739,0.826274,no
AT1G64160,AT1G64160,AT1G64160,1:23814009-23814839,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G64170,AT1G64170,ATCHX16,1:23815238-23818293,control,hy5,NOTEST,1.57239,1.03712,-0.600373,0,1,1,no
AT1G64180,AT1G64180,AT1G64180,1:23821515-23824359,control,hy5,NOTEST,0.501004,0,#NAME?,0,1,1,no
AT1G64185,AT1G64185,AT1G64185,1:23824513-23827136,control,hy5,NOTEST,7.43172,4.96303,-0.582473,0,1,1,no
AT1G64190,AT1G64190,AT1G64190,1:23824513-23827136,control,hy5,OK,14.8598,6.35275,-1.22596,-2.13228,0.0033,0.0249814,yes
AT1G64195,AT1G64195,AT1G64195,1:23827710-23828048,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G64200,AT1G64200,VHA-E3,1:23828525-23830002,control,hy5,OK,12.8964,1.02835,-3.64856,-1.79781,0.25205,0.411636,no
AT1G64210,AT1G64210,AT1G64210,1:23831032-23832863,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G64220,AT1G64220,TOM7-2,1:23833087-23833321,control,hy5,OK,45.3818,22.4227,-1.01715,-2.11208,0.3168,0.472283,no
AT1G64230,AT1G64230,UBC28,1:23833550-23835536,control,hy5,OK,246.593,93.9824,-1.39167,-6.33004,5.00E-05,0.000721121,yes
AT1G64235,AT1G64235,AT1G64235,1:23836248-23836620,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G64240,AT1G64240,AT1G64240,1:23837560-23839897,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G64250,AT1G64250,AT1G64250,1:23840887-23843251,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G64255,AT1G64255,AT1G64255,1:23844953-23847206,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G64260,AT1G64260,AT1G64260,1:23847755-23849915,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G64270,AT1G64270,AT1G64270,1:23850571-23855566,control,hy5,NOTEST,0.237083,1.32997,2.48792,0,1,1,no
AT1G64280,AT1G64280,ATNPR1,1:23850571-23855566,control,hy5,NOTEST,2.19666,4.44972,1.0184,0,1,1,no
AT1G64290,AT1G64290,AT1G64290,1:23857177-23858488,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G64295,AT1G64295,AT1G64295,1:23859553-23860624,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G64300,"AT1G64300,CUFF",AT1G64300,1:23863065-23867711,control,hy5,NOTEST,0,0.215347,inf,0,1,1,no
AT1G64320,AT1G64320,AT1G64320,1:23869035-23870548,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G64330,AT1G64330,AT1G64330,1:23870904-23874198,control,hy5,NOTEST,1.53278,3.76893,1.29801,0,1,1,no
AT1G64340,AT1G64340,AT1G64340,1:23878124-23881073,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G64350,AT1G64350,SEH1H,1:23881511-23883297,control,hy5,NOTEST,1.9778,4.49008,1.18284,0,1,1,no
AT1G64355,AT1G64355,AT1G64355,1:23886083-23887212,control,hy5,OK,20.0092,22.8572,0.191984,0.284377,0.6567,0.762698,no
AT1G64360,AT1G64360,AT1G64360,1:23887869-23888533,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G64370,AT1G64370,AT1G64370,1:23888919-23889661,control,hy5,OK,66.1234,69.0463,0.062402,0.217065,0.77515,0.853063,no
AT1G64380,AT1G64380,AT1G64380,1:23890645-23892173,control,hy5,NOTEST,0,0.405177,inf,0,1,1,no
AT1G64385,AT1G64385,AT1G64385,1:23900034-23902281,control,hy5,NOTEST,0.700093,3.79186,2.43729,0,1,1,no
AT1G64390,AT1G64390,AtGH9C2,1:23911118-23915229,control,hy5,OK,15.4703,11.4095,-0.439268,-1.28247,0.09195,0.229383,no
AT1G64400,AT1G64400,LACS3,1:23915597-23919783,control,hy5,NOTEST,0.456991,2.95754,2.69416,0,1,1,no
AT1G64405,AT1G64405,AT1G64405,1:23923731-23924336,control,hy5,NOTEST,3.66897,1.33524,-1.45827,0,1,1,no
AT1G64410,AT1G64410,AT1G64410,1:23926392-23932203,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G64420,AT1G64420,AT1G64420,1:23933136-23933209,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G64430,AT1G64430,AT1G64430,1:23933379-23936867,control,hy5,OK,3.89263,5.38167,0.46731,0.508446,0.3717,0.523975,no
AT1G64440,AT1G64440,RHD1,1:23937029-23939899,control,hy5,OK,1.22605,5.89183,2.2647,1.57439,0.12415,0.273293,no
AT1G64450,AT1G64450,AT1G64450,1:23941597-23942846,control,hy5,NOTEST,0.911574,1.78815,0.972034,0,1,1,no
AT1G64460,AT1G64460,AT1G64460,1:23943498-23944680,control,hy5,NOTEST,2.56168,0.477157,-2.42456,0,1,1,no
AT1G64470,AT1G64470,AT1G64470,1:23944721-23945772,control,hy5,NOTEST,0.710576,0,#NAME?,0,1,1,no
AT1G64480,AT1G64480,CBL8,1:23948027-23949751,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G64490,AT1G64490,AT1G64490,1:23952132-23952713,control,hy5,OK,6.85373,10.199,0.573464,0.641974,0.5565,0.685081,no
AT1G64500,AT1G64500,AT1G64500,1:23953232-23954492,control,hy5,OK,69.9231,44.6278,-0.647828,-2.76595,0.0013,0.0118073,yes
AT1G64510,AT1G64510,AT1G64510,1:23954802-23956255,control,hy5,OK,196.933,74.8771,-1.39511,-7.67958,5.00E-05,0.000721121,yes
AT1G64520,AT1G64520,RPN12a,1:23956385-23958322,control,hy5,OK,23.1639,18.4402,-0.32903,-0.840773,0.35915,0.511804,no
AT1G64530,AT1G64530,AT1G64530,1:23959660-23963081,control,hy5,NOTEST,1.47562,2.14964,0.542774,0,1,1,no
AT1G64540,AT1G64540,AT1G64540,1:23966908-23968425,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G64550,AT1G64550,ATGCN3,1:23968778-23973614,control,hy5,OK,3.17983,9.60093,1.59422,2.79994,0.00925,0.0538457,no
AT1G64560,AT1G64560,AT1G64560,1:23973728-23974775,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G64561,AT1G64561,AT1G64561,1:23973728-23974775,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G64563,AT1G64563,AT1G64563,1:23975084-23978335,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G64570,AT1G64570,DUO3,1:23978867-23983925,control,hy5,NOTEST,0.135566,0.892914,2.71953,0,1,1,no
AT1G64572,AT1G64572,AT1G64572,1:23984010-23986731,control,hy5,OK,3.12551,9.32436,1.57691,0.684182,0.35145,0.504181,no
AT1G64580,AT1G64580,AT1G64580,1:23984010-23986731,control,hy5,NOTEST,0.274164,0,#NAME?,0,1,1,no
AT1G64583,AT1G64583,AT1G64583,1:23987050-23988740,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G64585,AT1G64585,DVL12,1:23989932-23990097,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G64590,AT1G64590,AT1G64590,1:23993532-23995509,control,hy5,NOTEST,4.01524,0,#NAME?,0,1,1,no
AT1G64600,AT1G64600,AT1G64600,1:23995970-23998720,control,hy5,NOTEST,0.545927,1.56668,1.52094,0,1,1,no
AT1G64610,AT1G64610,AT1G64610,1:23998724-24001950,control,hy5,NOTEST,0,0.365156,inf,0,1,1,no
AT1G64618,AT1G64618,AT1G64618,1:24005899-24006393,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G64620,AT1G64620,AT1G64620,1:24006991-24008694,control,hy5,NOTEST,0.299569,1.1387,1.92643,0,1,1,no
AT1G64625,AT1G64625,AT1G64625,1:24016642-24019271,control,hy5,NOTEST,0,0.448146,inf,0,1,1,no
AT1G64630,AT1G64630,ATWNK10,1:24019489-24023196,control,hy5,NOTEST,0.953239,2.88466,1.59749,0,1,1,no
AT1G64640,AT1G64640,ENODL8,1:24019489-24023196,control,hy5,OK,36.8905,32.0473,-0.203049,-0.40152,0.5391,0.671529,no
AT1G64650,AT1G64650,AT1G64650,1:24023497-24026421,control,hy5,OK,18.629,21.278,0.191814,0.444995,0.50975,0.645385,no
AT1G64660,AT1G64660,ATMGL,1:24028917-24030780,control,hy5,OK,6.85679,5.97526,-0.198532,-0.303756,0.6987,0.797792,no
AT1G64670,AT1G64670,BDG1,1:24030819-24033556,control,hy5,OK,8.61042,6.49461,-0.406841,-0.74314,0.4107,0.559073,no
AT1G64680,AT1G64680,AT1G64680,1:24036020-24037401,control,hy5,OK,17.6746,20.1526,0.189285,0.40587,0.53495,0.66769,no
AT1G64690,AT1G64690,BLT,1:24038033-24039177,control,hy5,NOTEST,0.581497,0.570503,-0.0275375,0,1,1,no
AT1G64700,AT1G64700,AT1G64700,1:24039809-24040595,control,hy5,NOTEST,1.47614,2.56666,0.79806,0,1,1,no
AT1G64710,AT1G64710,AT1G64710,1:24044544-24046552,control,hy5,OK,29.1019,13.9033,-1.06569,-2.29251,0.0014,0.0125251,yes
AT1G64720,AT1G64720,CP5,1:24046552-24048622,control,hy5,OK,292.748,242.897,-0.269317,-2.85486,0.0006,0.00615828,yes
AT1G64730,AT1G64730,AT1G64730,1:24048863-24049160,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G64740,AT1G64740,TUA1,1:24050005-24053908,control,hy5,OK,7.58581,5.9277,-0.35583,-0.59382,0.50875,0.644704,no
AT1G64750,AT1G64750,DSS1(I),1:24050005-24053908,control,hy5,OK,112.273,48.7858,-1.20248,-2.54837,0.00665,0.0425285,yes
AT1G64760,AT1G64760,AT1G64760,1:24054142-24056414,control,hy5,NOTEST,3.53963,3.4771,-0.0257148,0,1,1,no
AT1G64770,AT1G64770,NDF2,1:24057062-24059561,control,hy5,OK,32.1073,29.1265,-0.140571,-0.352653,0.6346,0.747456,no
AT1G64780,AT1G64780,AMT1,1:24060769-24062630,control,hy5,OK,22.0467,18.7379,-0.234603,-0.732699,0.3567,0.509876,no
AT1G64790,"AT1G64790,CUFF",ILA,1:24064936-24083428,control,hy5,NOTEST,0.995184,3.82977,1.94422,0,1,1,no
AT1G64800,AT1G64800,AT1G64800,1:24085085-24085433,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G64810,AT1G64810,APO1,1:24086557-24088538,control,hy5,NOTEST,2.90208,1.82317,-0.670642,0,1,1,no
AT1G64820,AT1G64820,AT1G64820,1:24088604-24090558,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G64830,AT1G64830,AT1G64830,1:24091270-24092566,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G64840,AT1G64840,AT1G64840,1:24093557-24095399,control,hy5,NOTEST,1.14149,0.974937,-0.227539,0,1,1,no
AT1G64850,AT1G64850,AT1G64850,1:24096434-24097650,control,hy5,OK,22.7897,5.4223,-2.07141,-2.25129,0.0229,0.0980842,no
AT1G64860,AT1G64860,SIGA,1:24097912-24100952,control,hy5,OK,10.1421,17.5136,0.788125,1.57071,0.0261,0.10619,no
AT1G64870,AT1G64870,AT1G64870,1:24102916-24103831,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G64880,AT1G64880,AT1G64880,1:24105641-24109146,control,hy5,NOTEST,1.99279,5.5216,1.4703,0,1,1,no
AT1G64890,AT1G64890,AT1G64890,1:24109541-24111400,control,hy5,NOTEST,1.14236,1.09816,-0.0569294,0,1,1,no
AT1G64900,AT1G64900,CYP89A2,1:24113214-24114984,control,hy5,OK,11.7352,7.50984,-0.643983,-1.314,0.1089,0.255382,no
AT1G64910,AT1G64910,AT1G64910,1:24115136-24116747,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G64920,AT1G64920,AT1G64920,1:24117439-24118798,control,hy5,NOTEST,0.812728,0.849128,0.0632093,0,1,1,no
AT1G64930,AT1G64930,CYP89A7,1:24120925-24122461,control,hy5,NOTEST,0,0.935845,inf,0,1,1,no
AT1G64940,AT1G64940,CYP89A6,1:24123788-24125324,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G64950,AT1G64950,CYP89A5,1:24127560-24129458,control,hy5,OK,9.79919,5.47233,-0.840508,-1.56138,0.103,0.246734,no
AT1G64960,AT1G64960,AT1G64960,1:24129917-24136109,control,hy5,NOTEST,0.489357,0.814216,0.734524,0,1,1,no
AT1G64970,AT1G64970,VTE4,1:24129917-24136109,control,hy5,OK,6.61422,7.02026,0.0859519,0.108149,0.8847,0.926548,no
AT1G64980,AT1G64980,AT1G64980,1:24137516-24139276,control,hy5,OK,13.3174,7.81761,-0.76851,-1.39676,0.15625,0.312687,no
AT1G64990,AT1G64990,GTG1,1:24139906-24146189,control,hy5,OK,3.81536,5.20878,0.449125,0.463478,0.5201,0.654885,no
AT1G65000,AT1G65000,AT1G65000,1:24147043-24148689,control,hy5,NOTEST,2.03231,4.89146,1.26715,0,1,1,no
AT1G65010,AT1G65010,AT1G65010,1:24149542-24154274,control,hy5,OK,1.45912,5.72972,1.97337,2.82002,0.0093,0.0540991,no
AT1G65020,AT1G65020,AT1G65020,1:24154343-24156605,control,hy5,NOTEST,2.71081,3.01235,0.152167,0,1,1,no
AT1G65030,AT1G65030,AT1G65030,1:24156769-24159585,control,hy5,OK,3.79583,5.53332,0.543732,0.588594,0.5249,0.659241,no
AT1G65032,AT1G65032,AT1G65032,1:24156769-24159585,control,hy5,OK,11.3167,0,#NAME?,nan,0.12555,0.274282,no
AT1G65040,AT1G65040,AT1G65040,1:24159833-24163628,control,hy5,NOTEST,2.83054,2.34842,-0.269386,0,1,1,no
AT1G65050,AT1G65050,AT1G65050,1:24164285-24165679,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G65060,AT1G65060,4CL3,1:24167201-24171502,control,hy5,NOTEST,2.92109,1.04881,-1.47776,0,1,1,no
AT1G65070,AT1G65070,AT1G65070,1:24172898-24176310,control,hy5,NOTEST,1.57021,3.68983,1.2326,0,1,1,no
AT1G65080,AT1G65080,AT1G65080,1:24176581-24183300,control,hy5,NOTEST,0.678643,0.752387,0.148821,0,1,1,no
AT1G65090,AT1G65090,AT1G65090,1:24176581-24183300,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G65110,AT1G65110,AT1G65110,1:24183958-24188330,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G65113,AT1G65113,SCRL2,1:24189463-24190026,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G65120,AT1G65120,AT1G65120,1:24191347-24196073,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G65130,AT1G65130,AT1G65130,1:24196471-24201022,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G65140,AT1G65140,AT1G65140,1:24201616-24203226,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G65150,AT1G65150,AT1G65150,1:24203840-24205775,control,hy5,NOTEST,2.81431,2.51613,-0.161572,0,1,1,no
AT1G65160,AT1G65160,AT1G65160,1:24206223-24207738,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G65170,AT1G65170,AT1G65170,1:24209612-24211116,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G65180,AT1G65180,AT1G65180,1:24211740-24213870,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G65190,AT1G65190,AT1G65190,1:24215643-24217328,control,hy5,OK,5.38042,4.43514,-0.278738,-0.356004,0.6388,0.750302,no
AT1G65200,AT1G65200,AT1G65200,1:24218469-24222789,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G65210,AT1G65210,AT1G65210,1:24224811-24225815,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G65220,AT1G65220,AT1G65220,1:24226110-24228970,control,hy5,OK,9.33985,12.232,0.389188,0.769596,0.30955,0.464214,no
AT1G65230,AT1G65230,AT1G65230,1:24229147-24233349,control,hy5,OK,18.5697,18.0284,-0.0426812,-0.0803846,0.93825,0.950573,no
AT1G65240,AT1G65240,AT1G65240,1:24229147-24233349,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G65250,AT1G65250,AT1G65250,1:24234337-24235808,control,hy5,NOTEST,0.702945,0.42339,-0.731427,0,1,1,no
AT1G65260,AT1G65260,PTAC4,1:24236257-24240705,control,hy5,OK,21.4448,31.519,0.555598,1.66789,0.04515,0.147878,no
AT1G65270,AT1G65270,AT1G65270,1:24241722-24244991,control,hy5,OK,20.4847,12.0085,-0.770491,-1.33406,0.04265,0.144323,no
AT1G65280,AT1G65280,AT1G65280,1:24245295-24248762,control,hy5,OK,1.16449,6.27798,2.4306,2.0092,0.04375,0.145804,no
AT1G65290,AT1G65290,mtACP2,1:24248827-24250421,control,hy5,OK,105.135,56.924,-0.88513,-3.85468,0.0024,0.0194535,yes
AT1G65295,AT1G65295,AT1G65295,1:24251510-24252303,control,hy5,OK,33.6948,15.7533,-1.09687,-2.37048,0.15965,0.31729,no
AT1G65300,AT1G65300,PHE2,1:24254928-24255765,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G65310,AT1G65310,ATXTH17,1:24257215-24258473,control,hy5,OK,8.61639,6.08021,-0.502962,-0.680247,0.4715,0.613199,no
AT1G65320,AT1G65320,AT1G65320,1:24259887-24262951,control,hy5,NOTEST,3.99934,1.74482,-1.19669,0,1,1,no
AT1G65330,AT1G65330,PHE1,1:24266480-24267320,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G65340,AT1G65340,CYP96A3,1:24268134-24269646,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G65342,AT1G65342,AT1G65342,1:24271275-24271700,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G65346,AT1G65346,AT1G65346,1:24272517-24277275,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G65347,AT1G65347,AT1G65347,1:24272517-24277275,control,hy5,NOTEST,0,0.908308,inf,0,1,1,no
AT1G65350,AT1G65350,UBQ13,1:24272517-24277275,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G65352,AT1G65352,AT1G65352,1:24277771-24278298,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G65360,AT1G65360,AGL23,1:24281336-24282151,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G65365,AT1G65365,AT1G65365,1:24282515-24284206,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G65370,AT1G65370,AT1G65370,1:24284468-24286145,control,hy5,OK,1.53029,10.5458,2.78479,3.15249,0.0905,0.227132,no
AT1G65380,AT1G65380,CLV2,1:24286825-24289249,control,hy5,NOTEST,1.41501,0.607019,-1.221,0,1,1,no
AT1G65385,AT1G65385,AT1G65385,1:24289657-24291024,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G65390,AT1G65390,ATPP2-A5,1:24292477-24294631,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G65410,AT1G65410,TGD3,1:24295168-24298570,control,hy5,NOTEST,1.54365,2.5726,0.736885,0,1,1,no
AT1G65420,AT1G65420,NPQ7,1:24295168-24298570,control,hy5,OK,7.04231,1.06725,-2.72215,-1.6273,0.2353,0.401036,no
AT1G65430,AT1G65430,ARI8,1:24300897-24306236,control,hy5,OK,3.60813,9.10954,1.33613,2.00168,0.02935,0.114298,no
AT1G65440,"AT1G65440,CUFF",GTB1,1:24306610-24314620,control,hy5,OK,3.47875,10.6165,1.60967,3.86403,5.00E-05,0.000721121,yes
AT1G65450,AT1G65450,AT1G65450,1:24315813-24319064,control,hy5,NOTEST,2.74498,1.89611,-0.533751,0,1,1,no
AT1G65470,AT1G65470,FAS1,1:24319669-24324064,control,hy5,NOTEST,0,1.21853,inf,0,1,1,no
AT1G65480,AT1G65480,FT,1:24331427-24333934,control,hy5,NOTEST,0.731175,0,#NAME?,0,1,1,no
AT1G65481,AT1G65481,AT1G65481,1:24341025-24341739,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G65483,AT1G65483,AT1G65483,1:24342482-24343731,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G65484,AT1G65484,AT1G65484,1:24347749-24348609,control,hy5,OK,7.60562,0,#NAME?,nan,0.1204,0.269795,no
AT1G65485,AT1G65485,AT1G65485,1:24346723-24347264,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G65486,AT1G65486,AT1G65486,1:24349522-24350306,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G65490,AT1G65490,AT1G65490,1:24354770-24355351,control,hy5,OK,31.5435,17.8193,-0.823897,-1.50831,0.17665,0.335455,no
AT1G65500,AT1G65500,AT1G65500,1:24357866-24358616,control,hy5,OK,2.86485,24.3796,3.08914,2.9514,0.08685,0.222239,no
AT1G65510,AT1G65510,AT1G65510,1:24359452-24360081,control,hy5,OK,21.7005,7.64675,-1.50481,-1.99648,0.27415,0.430256,no
AT1G65520,AT1G65520,ATECI1,1:24361031-24361993,control,hy5,OK,17.7309,7.06896,-1.32669,-2.21517,0.05655,0.169975,no
AT1G65540,AT1G65540,AT1G65540,1:24362381-24366011,control,hy5,NOTEST,1.23312,4.44572,1.8501,0,1,1,no
AT1G65541,AT1G65541,AT1G65541,1:24366309-24366405,control,hy5,OK,255.744,499.552,0.965935,12.9719,0.5559,0.684443,no
AT1G65550,AT1G65550,AT1G65550,1:24367693-24370800,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G65560,AT1G65560,AT1G65560,1:24371386-24373798,control,hy5,NOTEST,0.469622,0,#NAME?,0,1,1,no
AT1G65570,AT1G65570,AT1G65570,1:24374097-24375846,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G65580,AT1G65580,FRA3,1:24377313-24384079,control,hy5,OK,1.54667,6.9502,2.16789,2.82799,0.00545,0.0365885,yes
AT1G65585,AT1G65585,AT1G65585,1:24384342-24385178,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G65590,AT1G65590,HEXO3,1:24385899-24391207,control,hy5,OK,5.23979,5.59797,0.0953932,0.145628,0.8562,0.907719,no
AT1G65610,AT1G65610,ATGH9A2,1:24391678-24395360,control,hy5,OK,3.34329,5.06749,0.600001,0.864042,0.2724,0.428313,no
AT1G65620,AT1G65620,AS2,1:24398142-24400969,control,hy5,NOTEST,1.99291,4.50748,1.17744,0,1,1,no
AT1G65630,AT1G65630,DegP3,1:24406541-24409068,control,hy5,NOTEST,0.322794,0,#NAME?,0,1,1,no
AT1G65640,AT1G65640,DegP4,1:24410850-24413527,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G65660,AT1G65660,SMP1,1:24418106-24421292,control,hy5,NOTEST,1.43394,5.72369,1.99696,0,1,1,no
AT1G65670,AT1G65670,CYP702A1,1:24421992-24423953,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G65680,AT1G65680,ATEXPB2,1:24427265-24428399,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G65681,AT1G65681,EXPB6,1:24428874-24430670,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G65690,AT1G65690,AT1G65690,1:24431429-24432953,control,hy5,NOTEST,1.30579,0.652291,-1.00134,0,1,1,no
AT1G65700,"AT1G65700,CUFF",AT1G65700,1:24434202-24436294,control,hy5,NOTEST,0,1.4313,inf,0,1,1,no
AT1G65710,AT1G65710,AT1G65710,1:24436900-24438542,control,hy5,NOTEST,1.72786,3.10919,0.847552,0,1,1,no
AT1G65720,AT1G65720,AT1G65720,1:24440258-24441073,control,hy5,OK,158.821,90.0164,-0.819141,-5.14959,0.0002,0.00244234,yes
AT1G65730,AT1G65730,YSL7,1:24442503-24446291,control,hy5,NOTEST,0.219915,0,#NAME?,0,1,1,no
AT1G65740,AT1G65740,AT1G65740,1:24452095-24453211,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G65750,AT1G65750,AT1G65750,1:24454771-24458439,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G65760,AT1G65760,AT1G65760,1:24458590-24459715,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G65770,AT1G65770,AMR1,1:24460655-24461738,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G65780,AT1G65780,AT1G65780,1:24462957-24466888,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G65790,AT1G65790,ARK1,1:24468931-24472329,control,hy5,NOTEST,0,0.461036,inf,0,1,1,no
AT1G65800,AT1G65800,ARK2,1:24473120-24476715,control,hy5,NOTEST,0.39158,5.30745,3.76064,0,1,1,no
AT1G65810,AT1G65810,AT1G65810,1:24477042-24480728,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G65820,"AT1G65820,CUFF",AT1G65820,1:24485100-24486892,control,hy5,OK,37.6251,22.8612,-0.718796,-1.36466,0.0621,0.179746,no
AT1G65830,AT1G65830,AT1G65830,1:24486991-24487073,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G65840,AT1G65840,ATPAO4,1:24489779-24493024,control,hy5,OK,6.92766,8.59699,0.311462,0.727345,0.4849,0.624413,no
AT1G65845,AT1G65845,AT1G65845,1:24493173-24493798,control,hy5,OK,14.6665,3.75325,-1.96631,-1.59391,0.1088,0.255363,no
AT1G65850,AT1G65850,AT1G65850,1:24494677-24498542,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G65860,AT1G65860,FMO GS-OX1,1:24499065-24502745,control,hy5,NOTEST,2.12829,1.56953,-0.439364,0,1,1,no
AT1G65870,AT1G65870,AT1G65870,1:24503623-24504193,control,hy5,NOTEST,3.17631,1.46255,-1.11886,0,1,1,no
AT1G65875,AT1G65875,AT1G65875,1:24504724-24506342,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G65880,AT1G65880,BZO1,1:24508632-24510742,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G65890,AT1G65890,AAE12,1:24512456-24514659,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G65900,AT1G65900,AT1G65900,1:24515836-24518487,control,hy5,NOTEST,0.787662,1.17389,0.575654,0,1,1,no
AT1G65907,AT1G65907,AT1G65907,1:24520174-24520267,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G65910,AT1G65910,anac028,1:24520790-24524164,control,hy5,NOTEST,0,0,0,0,1,1,no
AT1G65920,AT1G65920,AT1G65920,1:24525101-24529294,control,hy5,NOTEST,0,0.652469,inf,0,1,1,no
AT1G65930,AT1G65930,cICDH,1:24538885-24542129,control,hy5,OK,82.5035,101.318,0.296357,1.88043,0.0177,0.0833674,no
