test_id,gene_id,gene,locus,sample_1,sample_2,status,value_1,value_2,log2(fold_change),test_stat,p_value,q_value,significant
AT5G08280,AT5G08280,HEMC,5:2661657-2665792,control,hy5,OK,48.2202,48.3537,0.00398877,0.0156677,0.9746,0.976468,no
AT5G08290,AT5G08290,YLS8,5:2665975-2667155,control,hy5,OK,85.3771,48.9108,-0.803694,-2.82996,0.00265,0.0210116,yes
AT5G08300,AT5G08300,AT5G08300,5:2667411-2669923,control,hy5,OK,15.4201,14.5357,-0.0852119,-0.184747,0.78325,0.858248,no
AT5G08305,AT5G08305,AT5G08305,5:2670133-2671765,control,hy5,NOTEST,0,0.626878,inf,0,1,1,no
AT5G08310,AT5G08310,AT5G08310,5:2672755-2675254,control,hy5,NOTEST,0,0.406503,inf,0,1,1,no
AT5G08315,AT5G08315,AT5G08315,5:2676176-2676580,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G08320,AT5G08320,AT5G08320,5:2677051-2678678,control,hy5,NOTEST,2.83685,3.08146,0.119322,0,1,1,no
AT5G08330,AT5G08330,AT5G08330,5:2680743-2681813,control,hy5,OK,23.6234,4.96563,-2.25017,-2.98594,0.0096,0.0553821,no
AT5G08335,AT5G08335,ATSTE14B,5:2682228-2683712,control,hy5,NOTEST,1.96346,2.51108,0.354908,0,1,1,no
AT5G08340,AT5G08340,AT5G08340,5:2683831-2685997,control,hy5,OK,4.39283,3.66902,-0.259756,-0.197111,0.7387,0.82621,no
AT5G08350,AT5G08350,AT5G08350,5:2686244-2687251,control,hy5,NOTEST,1.28925,0.751857,-0.778002,0,1,1,no
AT5G08360,AT5G08360,AT5G08360,5:2689712-2693550,control,hy5,NOTEST,0.789272,0,#NAME?,0,1,1,no
AT5G08370,AT5G08370,AtAGAL2,5:2689712-2693550,control,hy5,OK,1.08191,6.01054,2.47391,1.26642,0.258,0.415512,no
AT5G08380,AT5G08380,AtAGAL1,5:2694676-2697724,control,hy5,NOTEST,1.10548,3.44639,1.64041,0,1,1,no
AT5G08390,AT5G08390,AT5G08390,5:2701012-2708946,control,hy5,NOTEST,0.44429,1.2929,1.54104,0,1,1,no
AT5G08391,AT5G08391,AT5G08391,5:2699300-2699784,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G08400,AT5G08400,AT5G08400,5:2701012-2708946,control,hy5,NOTEST,1.78298,4.06606,1.18934,0,1,1,no
AT5G08410,AT5G08410,FTRA2,5:2709847-2710583,control,hy5,OK,55.0594,42.3336,-0.379186,-1.36968,0.22905,0.394158,no
AT5G08415,AT5G08415,AT5G08415,5:2710816-2713132,control,hy5,OK,5.3708,5.70964,0.0882641,0.121415,0.90445,0.939064,no
AT5G08420,AT5G08420,AT5G08420,5:2713412-2716179,control,hy5,OK,1.5136,10.7946,2.83426,2.60369,0.12055,0.26985,no
AT5G08430,AT5G08430,AT5G08430,5:2716699-2720212,control,hy5,NOTEST,1.11779,2.87562,1.36322,0,1,1,no
AT5G08440,AT5G08440,AT5G08440,5:2720668-2727167,control,hy5,NOTEST,1.34732,3.46174,1.36141,0,1,1,no
AT5G08450,AT5G08450,AT5G08450,5:2727820-2732893,control,hy5,OK,1.70894,8.01989,2.23048,3.35914,0.00225,0.0183264,yes
AT5G08460,AT5G08460,AT5G08460,5:2733219-2735455,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G08470,AT5G08470,PEX1,5:2735924-2743056,control,hy5,NOTEST,0.608335,2.5279,2.055,0,1,1,no
AT5G08480,AT5G08480,AT5G08480,5:2743619-2745111,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G08490,AT5G08490,AT5G08490,5:2745207-2747757,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G08500,AT5G08500,AT5G08500,5:2748192-2751771,control,hy5,NOTEST,2.42274,5.12978,1.08226,0,1,1,no
AT5G08505,AT5G08505,AT5G08505,5:2752024-2752356,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G08510,AT5G08510,AT5G08510,5:2753098-2755116,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G08520,AT5G08520,AT5G08520,5:2755174-2758362,control,hy5,OK,9.52643,6.08151,-0.647506,-1.08048,0.08845,0.224479,no
AT5G08530,AT5G08530,CI51,5:2759316-2761875,control,hy5,OK,45.6269,31.3816,-0.539963,-2.43331,0.00865,0.0512082,no
AT5G08535,AT5G08535,AT5G08535,5:2762028-2763436,control,hy5,OK,1.66105,5.22219,1.65256,0.662,0.3444,0.497896,no
AT5G08540,AT5G08540,AT5G08540,5:2763822-2770282,control,hy5,OK,5.69722,14.0132,1.29846,2.43309,0.0213,0.0940731,no
AT5G08550,AT5G08550,ILP1,5:2763822-2770282,control,hy5,NOTEST,0.503154,3.10023,2.6233,0,1,1,no
AT5G08560,AT5G08560,AT5G08560,5:2770873-2774672,control,hy5,OK,6.48659,6.53906,0.0116237,0.0176037,0.9458,0.954933,no
AT5G08565,AT5G08565,AT5G08565,5:2775896-2777446,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G08570,AT5G08570,AT5G08570,5:2777999-2780441,control,hy5,OK,9.0893,7.7757,-0.225195,-0.439467,0.56305,0.69026,no
AT5G08580,AT5G08580,AT5G08580,5:2780511-2783066,control,hy5,NOTEST,2.03772,1.18566,-0.78127,0,1,1,no
AT5G08590,AT5G08590,SNRK2-1,5:2783330-2786094,control,hy5,OK,7.56443,11.3471,0.585026,1.12785,0.2346,0.400496,no
AT5G08600,"AT5G08600,CUFF",AT5G08600,5:2786186-2790241,control,hy5,NOTEST,0,0.2502,inf,0,1,1,no
AT5G08610,AT5G08610,AT5G08610,5:2790294-2794215,control,hy5,OK,8.99663,9.05562,0.00942811,0.0228591,0.95805,0.963232,no
AT5G08620,AT5G08620,STRS2,5:2794456-2797660,control,hy5,OK,1.77705,5.64449,1.66736,1.76469,0.11095,0.25802,no
AT5G08630,AT5G08630,AT5G08630,5:2798280-2803171,control,hy5,NOTEST,0.736016,2.89664,1.97657,0,1,1,no
AT5G08640,AT5G08640,FLS,5:2803956-2805606,control,hy5,NOTEST,2.78676,0.478803,-2.54108,0,1,1,no
AT5G08650,AT5G08650,AT5G08650,5:2806322-2813264,control,hy5,OK,16.0294,19.1779,0.25872,0.87586,0.3251,0.479454,no
AT5G08660,AT5G08660,AT5G08660,5:2814086-2818019,control,hy5,NOTEST,0.946557,1.7489,0.885687,0,1,1,no
AT5G08670,AT5G08670,AT5G08670,5:2818116-2821176,control,hy5,OK,35.1684,26.0048,-0.435503,-1.6148,0.0281,0.111296,no
AT5G08680,AT5G08680,AT5G08680,5:2821927-2824966,control,hy5,OK,17.7663,14.5951,-0.28366,-0.776804,0.272,0.428085,no
AT5G08690,AT5G08690,AT5G08690,5:2825712-2828662,control,hy5,OK,58.2085,40.9517,-0.507308,-2.43198,0.00095,0.00925116,yes
AT5G08695,AT5G08695,AT5G08695,5:2829192-2834695,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G08710,AT5G08710,AT5G08710,5:2834742-2838090,control,hy5,NOTEST,0.54423,3.12018,2.51934,0,1,1,no
AT5G08712,AT5G08712,MIR166,5:2838649-2838757,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G08717,AT5G08717,MIR166,5:2840627-2840728,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G08720,AT5G08720,AT5G08720,5:2841417-2845381,control,hy5,NOTEST,0.924755,5.53031,2.58022,0,1,1,no
AT5G08730,AT5G08730,ATARI16,5:2845823-2847415,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G08740,AT5G08740,NDC1,5:2848505-2851428,control,hy5,NOTEST,3.53153,3.86037,0.128446,0,1,1,no
AT5G08750,AT5G08750,AT5G08750,5:2851978-2854513,control,hy5,NOTEST,1.12026,0.890305,-0.331464,0,1,1,no
AT5G08760,AT5G08760,AT5G08760,5:2854939-2855617,control,hy5,OK,3.74856,9.33688,1.3166,1.08011,0.52835,0.661947,no
AT5G08770,AT5G08770,AT5G08770,5:2855637-2856540,control,hy5,NOTEST,5.85331,4.86315,-0.26736,0,1,1,no
AT5G08780,AT5G08780,AT5G08780,5:2856739-2860262,control,hy5,NOTEST,0.653257,1.33781,1.03415,0,1,1,no
AT5G08790,AT5G08790,ATAF2,5:2856739-2860262,control,hy5,OK,8.69906,7.55912,-0.202642,-0.275178,0.7054,0.802162,no
AT5G09210,AT5G09210,AT5G09210,5:2862609-2865359,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G09220,AT5G09220,AAP2,5:2866251-2869054,control,hy5,OK,39.7012,35.0554,-0.179546,-0.74181,0.34755,0.500432,no
AT5G09225,AT5G09225,AT5G09225,5:2869361-2871190,control,hy5,OK,12.4248,15.997,0.364584,0.575961,0.6605,0.766096,no
AT5G09230,"AT5G09230,CUFF",SRT2,5:2871376-2874849,control,hy5,NOTEST,0.42868,3.51917,3.03726,0,1,1,no
AT5G09240,AT5G09240,AT5G09240,5:2871376-2874849,control,hy5,NOTEST,1.04303,1.35206,0.374381,0,1,1,no
AT5G09250,AT5G09250,KIWI,5:2875231-2876575,control,hy5,OK,9.96893,5.34504,-0.899239,-0.569723,0.2863,0.442762,no
AT5G09260,AT5G09260,VPS20.2,5:2876752-2878700,control,hy5,NOTEST,0.569584,2.31692,2.02423,0,1,1,no
AT5G09270,AT5G09270,AT5G09270,5:2878883-2881597,control,hy5,OK,12.8104,5.60907,-1.19148,-0.95345,0.1457,0.298049,no
AT5G09280,AT5G09280,AT5G09280,5:2878883-2881597,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G09290,AT5G09290,AT5G09290,5:2882426-2886863,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G09300,AT5G09300,AT5G09300,5:2882426-2886863,control,hy5,NOTEST,0.764406,3.4728,2.18369,0,1,1,no
AT5G09310,AT5G09310,AT5G09310,5:2887191-2888538,control,hy5,OK,10.8093,8.45387,-0.354584,-0.521956,0.7525,0.836278,no
AT5G09320,AT5G09320,VPS9B,5:2888654-2892016,control,hy5,NOTEST,0.697669,0.973691,0.480921,0,1,1,no
AT5G09330,AT5G09330,VNI1,5:2892364-2895422,control,hy5,OK,14.2856,11.3307,-0.334321,-0.67178,0.26665,0.422769,no
AT5G09340,AT5G09340,AT5G09340,5:2896674-2896914,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G09345,AT5G09345,AT5G09345,5:2898866-2898950,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G09350,AT5G09350,PI4KBETA2,5:2899122-2906146,control,hy5,NOTEST,0.110994,0.138836,0.322909,0,1,1,no
AT5G09360,AT5G09360,LAC14,5:2906425-2908658,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G09370,AT5G09370,AT5G09370,5:2909362-2910545,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G09380,AT5G09380,AT5G09380,5:2911312-2913136,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G09390,AT5G09390,AT5G09390,5:2913533-2915923,control,hy5,OK,1.0088,7.98303,2.9843,1.20863,0.24615,0.409109,no
AT5G09400,AT5G09400,KUP7,5:2916215-2920759,control,hy5,NOTEST,1.14097,1.65509,0.536652,0,1,1,no
AT5G09410,AT5G09410,EICBP.B,5:2920826-2927420,control,hy5,NOTEST,0.110942,0.621291,2.48546,0,1,1,no
AT5G09420,AT5G09420,OM64,5:2928315-2931949,control,hy5,NOTEST,0,1.09211,inf,0,1,1,no
AT5G09430,AT5G09430,AT5G09430,5:2932161-2933362,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G09440,AT5G09440,EXL4,5:2938346-2939461,control,hy5,OK,8.92308,9.47173,0.0860859,0.133658,0.8757,0.920949,no
AT5G09443,AT5G09443,AT5G09443,5:2940524-2941251,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G09445,AT5G09445,AT5G09445,5:2940524-2941251,control,hy5,OK,11.6924,0,#NAME?,nan,0.00085,0.00844448,yes
AT5G09450,AT5G09450,AT5G09450,5:2941797-2943668,control,hy5,NOTEST,1.1667,3.21973,1.4645,0,1,1,no
AT5G09460,AT5G09460,AT5G09460,5:2943737-2946839,control,hy5,NOTEST,3.09156,3.59222,0.21654,0,1,1,no
AT5G09470,AT5G09470,DIC3,5:2949240-2950513,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G09480,AT5G09480,AT5G09480,5:2950913-2951693,control,hy5,OK,7.06385,0,#NAME?,nan,0.00015,0.00190402,yes
AT5G09490,AT5G09490,AT5G09490,5:2952215-2953245,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G09500,AT5G09500,AT5G09500,5:2953912-2954918,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G09510,AT5G09510,AT5G09510,5:2955112-2956673,control,hy5,OK,35.5293,35.094,-0.0177874,-0.0381941,0.95725,0.962709,no
AT5G09513,AT5G09513,AT5G09513,5:2957216-2958032,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G09520,AT5G09520,AT5G09520,5:2958291-2958856,control,hy5,NOTEST,2.2845,0,#NAME?,0,1,1,no
AT5G09530,AT5G09530,AT5G09530,5:2959733-2961271,control,hy5,OK,7.24437,5.00526,-0.533415,-0.66233,0.2669,0.423005,no
AT5G09540,AT5G09540,AT5G09540,5:2962215-2963264,control,hy5,NOTEST,0.584332,0,#NAME?,0,1,1,no
AT5G09550,AT5G09550,AT5G09550,5:2963776-2966727,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G09560,AT5G09560,AT5G09560,5:2967169-2969655,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G09570,AT5G09570,AT5G09570,5:2970668-2972181,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G09580,AT5G09580,AT5G09580,5:2972638-2975306,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G09585,AT5G09585,U2.5,5:2972638-2975306,control,hy5,OK,14.6088,9.80311,-0.575528,-0.595596,0.38385,0.535508,no
AT5G09590,AT5G09590,HSC70-5,5:2975547-2978750,control,hy5,OK,3.88369,5.26512,0.439039,0.69817,0.33795,0.492243,no
AT5G09600,AT5G09600,SDH3-1,5:2978941-2980844,control,hy5,NOTEST,0,0.524192,inf,0,1,1,no
AT5G09610,AT5G09610,APUM21,5:2981155-2982709,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G09620,AT5G09620,AT5G09620,5:2983448-2985435,control,hy5,OK,7.17529,12.3469,0.783045,1.56871,0.02865,0.112674,no
AT5G09630,AT5G09630,AT5G09630,5:2985855-2987652,control,hy5,NOTEST,0.359278,0,#NAME?,0,1,1,no
AT5G09640,AT5G09640,SNG2,5:2988313-2993213,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G09650,AT5G09650,AtPPa6,5:2988313-2993213,control,hy5,OK,42.6273,32.4049,-0.395569,-1.12522,0.1676,0.324832,no
AT5G09655,AT5G09655,AT5G09655,5:2993326-2993400,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G09660,AT5G09660,PMDH2,5:2993443-2995675,control,hy5,OK,133.756,139.741,0.0631522,0.404088,0.57065,0.697063,no
AT5G09670,"AT5G09670,AT5G09672","AT5G09670,CPuORF21",5:2995909-2998932,control,hy5,NOTEST,7.04E-05,7.90E-05,0.1649,0,1,1,no
AT5G09672,AT5G09672,CPuORF21,5:2995909-2998932,control,hy5,OK,5.97656,9.5733,0.679701,1.35467,0.0626,0.180631,no
AT5G09680,AT5G09680,RLF,5:2999201-3000601,control,hy5,NOTEST,4.23092,0.968905,-2.12655,0,1,1,no
AT5G09690,"AT5G09690,CUFF",MRS2-7,5:3000808-3003500,control,hy5,NOTEST,0,1.08808,inf,0,1,1,no
AT5G09700,AT5G09700,AT5G09700,5:3003719-3005587,control,hy5,NOTEST,2.82487,2.72194,-0.0535483,0,1,1,no
AT5G09710,AT5G09710,AT5G09710,5:3007908-3010988,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G09711,AT5G09711,AT5G09711,5:3011009-3011147,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G09720,AT5G09720,AT5G09720,5:3011734-3014399,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G09730,AT5G09730,XYL3,5:3015246-3018262,control,hy5,NOTEST,0.191155,0,#NAME?,0,1,1,no
AT5G09740,AT5G09740,HAM2,5:3021951-3024756,control,hy5,NOTEST,1.96743,1.9282,-0.0290579,0,1,1,no
AT5G09750,AT5G09750,HEC3,5:3026400-3027075,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G09755,AT5G09755,AT5G09755,5:3030816-3030889,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G09760,AT5G09760,AT5G09760,5:3032374-3034543,control,hy5,OK,1.7578,5.24266,1.57653,1.44583,0.0557,0.168632,no
AT5G09770,AT5G09770,AT5G09770,5:3035039-3036561,control,hy5,OK,5.73598,10.1417,0.822183,0.907722,0.30785,0.462743,no
AT5G09780,AT5G09780,AT5G09780,5:3036955-3038484,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G09790,AT5G09790,SDG15,5:3038977-3041044,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G09795,AT5G09795,AT5G09795,5:3042139-3042683,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G09800,AT5G09800,AT5G09800,5:3043011-3044413,control,hy5,NOTEST,0.583861,0,#NAME?,0,1,1,no
AT5G09805,AT5G09805,IDL3,5:3047217-3047517,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G09810,AT5G09810,ACT7,5:3052096-3054614,control,hy5,OK,91.0708,55.6792,-0.709851,-4.02061,5.00E-05,0.000721121,yes
AT5G09820,AT5G09820,AT5G09820,5:3055778-3057447,control,hy5,NOTEST,1.63012,2.11257,0.374017,0,1,1,no
AT5G09830,AT5G09830,AT5G09830,5:3057645-3058821,control,hy5,OK,35.9429,47.4617,0.401054,1.11076,0.3413,0.495483,no
AT5G09840,AT5G09840,AT5G09840,5:3058996-3061970,control,hy5,NOTEST,0,1.14915,inf,0,1,1,no
AT5G09850,AT5G09850,AT5G09850,5:3063250-3065889,control,hy5,OK,6.13045,11.6228,0.92289,1.95907,0.03855,0.135663,no
AT5G09860,AT5G09860,AtTHO1,5:3066561-3070933,control,hy5,NOTEST,1.00298,2.30297,1.19921,0,1,1,no
AT5G09870,AT5G09870,CESA5,5:3073355-3078262,control,hy5,OK,6.30759,6.55512,0.0555324,0.13156,0.8665,0.91507,no
AT5G09876,AT5G09876,AT5G09876,5:3079986-3080435,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G09880,AT5G09880,AT5G09880,5:3081441-3085264,control,hy5,OK,4.29937,17.1334,1.99462,3.34841,0.0013,0.0118073,yes
AT5G09890,AT5G09890,AT5G09890,5:3085544-3089010,control,hy5,OK,2.82535,4.7189,0.740021,0.821565,0.20005,0.36284,no
AT5G09900,AT5G09900,MSA,5:3089277-3092595,control,hy5,OK,9.91815,7.49769,-0.403624,-0.62704,0.32945,0.483228,no
AT5G09910,AT5G09910,AT5G09910,5:3093271-3095156,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G09920,AT5G09920,RPB15.9,5:3096182-3097575,control,hy5,NOTEST,5.97809,6.78944,0.183609,0,1,1,no
AT5G09930,AT5G09930,GCN2,5:3097642-3100241,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G09940,AT5G09940,AT5G09940,5:3101191-3101833,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G09950,AT5G09950,AT5G09950,5:3102876-3105864,control,hy5,NOTEST,0,0.253153,inf,0,1,1,no
AT5G09960,AT5G09960,AT5G09960,5:3106319-3107829,control,hy5,OK,5.60302,10.6526,0.926932,1.01872,0.35305,0.505696,no
AT5G09970,AT5G09970,CYP78A7,5:3111944-3114239,control,hy5,NOTEST,0,1.15979,inf,0,1,1,no
AT5G09975,AT5G09975,AT5G09975,5:3118376-3118457,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G09976,AT5G09976,AT5G09976,5:3119103-3119573,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G09978,AT5G09978,PEP7,5:3120712-3121864,control,hy5,OK,6.38457,2.92787,-1.12474,-0.746661,0.31795,0.472995,no
AT5G09980,AT5G09980,PROPEP4,5:3122730-3123964,control,hy5,NOTEST,3.85011,4.77372,0.310213,0,1,1,no
AT5G09990,AT5G09990,PROPEP5,5:3124567-3126378,control,hy5,NOTEST,4.03378,0,#NAME?,0,1,1,no
AT5G09995,AT5G09995,AT5G09995,5:3124567-3126378,control,hy5,NOTEST,2.44789,1.59935,-0.614057,0,1,1,no
AT5G10000,AT5G10000,ATFD4,5:3126708-3127155,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G10010,AT5G10010,AT5G10010,5:3127905-3131727,control,hy5,OK,2.65696,7.08557,1.41511,1.71893,0.0444,0.146975,no
AT5G10020,AT5G10020,AT5G10020,5:3133260-3137242,control,hy5,NOTEST,2.15097,1.87034,-0.201688,0,1,1,no
AT5G10030,AT5G10030,TGA4,5:3137309-3145730,control,hy5,NOTEST,2.55922,2.50769,-0.029343,0,1,1,no
AT5G10040,AT5G10040,AT5G10040,5:3137309-3145730,control,hy5,NOTEST,3.9032,0,#NAME?,0,1,1,no
AT5G10050,AT5G10050,AT5G10050,5:3137309-3145730,control,hy5,OK,2.96116,5.76474,0.961094,0.758884,0.3906,0.541847,no
AT5G10060,AT5G10060,AT5G10060,5:3145748-3148379,control,hy5,NOTEST,0,4.2717,inf,0,1,1,no
AT5G10070,AT5G10070,AT5G10070,5:3148521-3150434,control,hy5,OK,2.72757,7.30859,1.42198,1.04642,0.16575,0.323269,no
AT5G10080,AT5G10080,AT5G10080,5:3150842-3153380,control,hy5,NOTEST,0.344483,2.14827,2.64067,0,1,1,no
AT5G10090,AT5G10090,TPR13,5:3153721-3155745,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G10100,"AT5G10100,CUFF",TPPI,5:3157979-3161708,control,hy5,NOTEST,0.0020221,0.00327906,0.697429,0,1,1,no
AT5G10110,AT5G10110,AT5G10110,5:3166438-3168297,control,hy5,NOTEST,0.418208,1.05986,1.34159,0,1,1,no
AT5G10120,AT5G10120,AT5G10120,5:3169731-3171147,control,hy5,NOTEST,0,1.32776,inf,0,1,1,no
AT5G10130,AT5G10130,AT5G10130,5:3171298-3172528,control,hy5,NOTEST,2.96833,4.88692,0.719273,0,1,1,no
AT5G10140,AT5G10140,FLF,5:3173496-3179448,control,hy5,OK,4.5358,0,#NAME?,nan,5.00E-05,0.000721121,yes
AT5G10150,AT5G10150,AT5G10150,5:3181982-3183865,control,hy5,NOTEST,0.382446,3.83726,3.32675,0,1,1,no
AT5G10160,AT5G10160,AT5G10160,5:3185745-3190251,control,hy5,OK,15.0802,6.43573,-1.22848,-1.57918,0.07325,0.2007,no
AT5G10170,AT5G10170,ATMIPS3,5:3185745-3190251,control,hy5,OK,4.68616,3.115,-0.589173,-0.618286,0.33385,0.487861,no
AT5G10180,AT5G10180,SULTR2,5:3193143-3197120,control,hy5,OK,16.6382,23.6932,0.509975,1.89865,0.03925,0.13686,no
AT5G10190,AT5G10190,AT5G10190,5:3199132-3201363,control,hy5,NOTEST,1.7563,4.88191,1.4749,0,1,1,no
AT5G10200,AT5G10200,AT5G10200,5:3201517-3204709,control,hy5,NOTEST,1.79953,4.54806,1.33763,0,1,1,no
AT5G10210,AT5G10210,AT5G10210,5:3206139-3208825,control,hy5,NOTEST,0.600427,1.93153,1.68569,0,1,1,no
AT5G10220,AT5G10220,ANN6,5:3206139-3208825,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G10230,AT5G10230,ANNAT7,5:3209539-3211423,control,hy5,NOTEST,0,3.29384,inf,0,1,1,no
AT5G10235,AT5G10235,AT5G10235,5:3212350-3212423,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G10240,AT5G10240,ASN3,5:3212687-3216466,control,hy5,OK,1.99567,4.86862,1.28664,1.13649,0.11235,0.259875,no
AT5G10250,AT5G10250,DOT3,5:3217027-3219368,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G10260,AT5G10260,AtRABH1e,5:3219990-3221515,control,hy5,NOTEST,0.750746,0,#NAME?,0,1,1,no
AT5G10270,AT5G10270,CDKC,5:3221606-3224765,control,hy5,NOTEST,0,0.491284,inf,0,1,1,no
AT5G10278,"AT5G10278,CUFF",AT5G10278,5:3228240-3234210,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G10290,AT5G10290,AT5G10290,5:3235294-3238719,control,hy5,OK,1.61669,4.96176,1.61781,1.61863,0.04485,0.14756,no
AT5G10300,AT5G10300,ATMES5,5:3239616-3240870,control,hy5,NOTEST,1.67347,0,#NAME?,0,1,1,no
AT5G10310,AT5G10310,AT5G10310,5:3241517-3242266,control,hy5,NOTEST,3.10752,0,#NAME?,0,1,1,no
AT5G10320,AT5G10320,AT5G10320,5:3243955-3246721,control,hy5,NOTEST,0.753922,1.62395,1.10703,0,1,1,no
AT5G10330,AT5G10330,EMB2196,5:3247846-3250138,control,hy5,NOTEST,2.78218,0,#NAME?,0,1,1,no
AT5G10336,AT5G10336,AT5G10336,5:3251942-3252065,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G10340,AT5G10340,AT5G10340,5:3253121-3255045,control,hy5,OK,0,13.1903,inf,nan,5.00E-05,0.000721121,yes
AT5G10350,AT5G10350,AT5G10350,5:3255304-3257807,control,hy5,OK,9.79417,13.3657,0.448542,0.574991,0.3608,0.513543,no
AT5G10360,AT5G10360,RPS6B,5:3258473-3260234,control,hy5,OK,96.8663,50.3516,-0.943957,-3.3486,5.00E-05,0.000721121,yes
AT5G10370,AT5G10370,AT5G10370,5:3261244-3267344,control,hy5,NOTEST,0.351802,0.422639,0.264662,0,1,1,no
AT5G10380,AT5G10380,RING1,5:3267634-3268813,control,hy5,NOTEST,0.442772,4.62146,3.38371,0,1,1,no
AT5G10390,AT5G10390,AT5G10390,5:3268846-3269550,control,hy5,OK,13.6915,7.39708,-0.888253,-1.17335,0.24495,0.408087,no
AT5G10400,AT5G10400,AT5G10400,5:3270288-3270952,control,hy5,OK,21.2031,24.6849,0.219356,0.47722,0.63485,0.747493,no
AT5G10410,AT5G10410,AT5G10410,5:3271914-3273395,control,hy5,NOTEST,0,0.709923,inf,0,1,1,no
AT5G10420,AT5G10420,AT5G10420,5:3273552-3276490,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G10430,AT5G10430,AGP4,5:3277531-3278313,control,hy5,OK,31.1712,23.6969,-0.395516,-0.919825,0.2536,0.412396,no
AT5G10440,AT5G10440,CYCD4,5:3280515-3282411,control,hy5,NOTEST,0,1.69428,inf,0,1,1,no
AT5G10450,AT5G10450,AFT1,5:3283852-3286347,control,hy5,OK,158.765,69.8483,-1.18459,-5.4903,5.00E-05,0.000721121,yes
AT5G10455,AT5G10455,AT5G10455,5:3287552-3287634,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G10460,AT5G10460,AT5G10460,5:3287780-3297390,control,hy5,NOTEST,2.86713,7.46416,1.38037,0,1,1,no
AT5G10470,AT5G10470,KCA1,5:3287780-3297390,control,hy5,OK,0.994733,5.31653,2.4181,2.06162,0.01165,0.0631576,no
AT5G10480,AT5G10480,PEP,5:3297803-3300151,control,hy5,OK,18.707,19.8023,0.0820911,0.140834,0.8342,0.893459,no
AT5G10490,AT5G10490,MSL2,5:3300224-3304761,control,hy5,NOTEST,2.35953,3.97949,0.754082,0,1,1,no
AT5G10500,AT5G10500,AT5G10500,5:3305330-3308109,control,hy5,NOTEST,0,0,0,0,1,1,no
AT5G10504,AT5G10504,AT5G10504,5:3311394-3311496,control,hy5,NOTEST,0,0,0,0,1,1,no
